ID,Display Name,Category,Product,Entity,Team,Season,Style,Variant,Release,Competition,Country,Confederation,Technology,Brand,Collaboration,Size,Sleeves,Person,Print,Nameset,Patch,Packaging,Signature,Notes
30BO-20BR-XXX-XXX-ADI-095FG-2016-000,"Messi 16.1 FG ""Space Dust""",Equipment,Boots,Brand,-,2016,Firm Ground,000,Regular,-,-,-,-,Adidas,-,8.5 US,-,-,-,-,-,-,-,-
30BO-20BR-XXX-XXX-ADI-095FG-2018-000,"Predator 18.1 ""Nite Crawler""",Equipment,Boots,Brand,-,2018,Firm Ground,000,Regular,-,-,-,-,Adidas,-,9 US,-,-,-,-,-,-,-,-
30BO-20BR-XXX-XXX-NIK-105TU-2016-000,"TiempoX Proximo ""Dark Lightning""",Equipment,Boots,Brand,-,2016,Turf,000,Regular,-,-,-,-,Nike,-,9 US,-,-,-,-,-,-,-,-
30BO-20BR-XXX-XXX-NIK-110IC-2015-000,"MercurialX Proximo ""Metallic Gold""",Equipment,Boots,Brand,-,2015,Indoor Court,000,Regular,-,-,-,-,Nike,-,9 US,-,-,-,-,-,-,-,-
30BO-20BR-XXX-XXX-NIK-110IC-2017-000,"HypervenomX Proximo II DF ""Strike Night""",Equipment,Boots,Brand,-,2017,Indoor Court,000,Regular,-,-,-,-,Nike,-,9 US,-,-,-,-,-,-,-,-
40DR-05CL-UEF-ENG-LEI-000XX-0000-000,Leicester City Tumbler,Merchandise,Drinkware,Club,Leicester City,-,-,000,Regular,Premier League,England,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-UEF-GER-DOR-000XX-2024-000,"2024 Borussia Dortmund ""Marco Reus Farewell"" Stadium Cup",Merchandise,Drinkware,Club,Borussia Dortmund,2024,-,000,Farewell,Bundesliga,Germany,UEFA,-,In-House,-,-,-,Marco Reus,-,-,-,-,-,-
40DR-05CL-UEF-GER-DOR-000XX-2024-001,"2024 Borussia Dortmund ""Abschiedszczspiel"" Stadium Cup",Merchandise,Drinkware,Club,Borussia Dortmund,2024,-,001,Farewell,Bundesliga,Germany,UEFA,-,In-House,-,-,-,Łukasz Piszczek/Jakub Błaszczykowski,-,-,-,-,-,-
40DR-05CL-UEF-GER-DOR-000XX-0000-000,"Borussia Dortmund ""Borussia Dortmund"" Stadium Cup",Merchandise,Drinkware,Club,Borussia Dortmund,-,-,000,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-UEF-GER-DOR-000XX-0000-001,"Borussia Dortmund ""Heja BVB"" Stadium Cup",Merchandise,Drinkware,Club,Borussia Dortmund,-,-,001,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-UEF-GER-DOR-000XX-0000-002,Borussia Dortmund Magic Mug,Merchandise,Drinkware,Club,Borussia Dortmund,-,-,002,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-0000-000,Deportivo Toluca Christmas Third-Party Mug (Custom Name),Merchandise,Drinkware,Club,Deportivo Toluca,-,-,000,Regular,Liga MX,Mexico,CONCACAF,-,Third-Party,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-2017-000,2017 Deportivo Toluca 100th Anniversary Mug,Merchandise,Drinkware,Club,Deportivo Toluca,2017,-,000,100th Anniversary,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-2025-000,2025-26 Deportivo Toluca Bottle - Bundle Box,Merchandise,Drinkware,Club,Deportivo Toluca,2025-26,-,000,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,Bundle Box,-,"Presale bundle (with jersey, in box)"
40DR-05CL-CCF-MEX-TOL-000XX-2025-001,Clausura 2025 Deportivo Toluca Winners Tumbler,Merchandise,Drinkware,Club,Deportivo Toluca,Clausura 2025,-,001,Winners,Liga MX,Mexico,CONCACAF,-,Norday,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-2025-002,Clausura 2025 Deportivo Toluca Winners Beer Can,Merchandise,Drinkware,Club,Deportivo Toluca,Clausura 2025,-,002,Winners,Liga MX,Mexico,CONCACAF,-,Corona,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-2017-001,2017 Deportivo Toluca 100th Anniversary Beer Can,Merchandise,Drinkware,Club,Deportivo Toluca,2017,-,001,100th Anniversary,Liga MX,Mexico,CONCACAF,-,Corona,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-2025-003,Clausura 2025 Deportivo Toluca Winners Stadium Cup,Merchandise,Drinkware,Club,Deportivo Toluca,Clausura 2025,-,003,Winners,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
40DR-05CL-CCF-MEX-TOL-000XX-0000-001,Deportivo Toluca Stadium Cup,Merchandise,Drinkware,Club,Deportivo Toluca,-,-,001,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
60PA-05CL-CCF-MEX-TOL-000XX-2020-000,Clausura 2020 Deportivo Toluca Season Pass,Merchandise,Pass,Club,Deportivo Toluca,Clausura 2020,-,000,Regular,Liga MX,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-05CL-CCF-MEX-TOL-000XX-2018-000,Apertura 2018 Deportivo Toluca Season Pass,Merchandise,Pass,Club,Deportivo Toluca,Apertura 2018,-,000,Regular,Liga MX,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-05CL-UEF-GER-DOR-000XX-2024-000,2024-25 Borussia Dortmund Stadiondeckel - Bundle Box,Merchandise,Pass,Club,Borussia Dortmund,2024-25,-,000,Regular,Bundesliga,Germany,UEFA,-,-,-,-,-,-,-,-,-,Bundle Box,-,Adrenalin-Trip bundle
60PA-15EV-CCF-MEX-LMX-000XX-2018-000,Clausura 2018 Liga MX Final Deportivo Toluca vs. Santos Laguna Ticket,Merchandise,Pass,Event,Deportivo Toluca/Santos Laguna,Clausura 2018,-,000,Matchday,Liga MX,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-15EV-CCF-MEX-LMX-000XX-2017-000,Clausura 2017 Liga MX Deportivo Toluca vs. Club Puebla Ticket,Merchandise,Pass,Event,Deportivo Toluca/Club Puebla,Clausura 2017,-,000,Matchday,Liga MX,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-15EV-CCF-MEX-CMX-000XX-2017-000,Clausura 2017 Copa MX Deportivo Toluca vs. CD Veracruz Ticket,Merchandise,Pass,Event,Deportivo Toluca/CD Veracruz,Clausura 2017,-,000,Matchday,Copa MX,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-15EV-CMB-MEX-LIB-000XX-2016-000,2016 Copa CONMEBOL Libertadores Deportivo Toluca vs. CA San Lorenzo Ticket,Merchandise,Pass,Event,Deportivo Toluca/CA San Lorenzo,2016,-,000,Matchday,Copa CONMEBOL Libertadores,Mexico,CONMEBOL,-,-,-,-,-,-,-,-,-,-,-,-
60PA-15EV-CCF-MEX-CNL-000XX-2019-000,2019-20 CONCACAF Nations League Mexico vs. Bermuda Matchday Ticket,Merchandise,Pass,Event,Mexico/Bermuda,2019-20,-,000,Matchday,CONCACAF Nations League,Mexico,CONCACAF,-,-,-,-,-,-,-,-,-,-,-,-
60PA-15EV-XXX-MEX-XXX-000XX-2017-000,2017 Deportivo Toluca vs. Atlético Madrid Ticket,Merchandise,Pass,Event,Deportivo Toluca/Atlético Madrid,2017,-,000,Matchday,-,Mexico,-,-,-,-,-,-,-,-,-,-,-,-,-
50AC-05CL-CCF-MEX-TOL-000XX-2018-000,Apertura 2018 Deportivo Toluca Season Pass Lanyard,Merchandise,Accessory,Club,Deportivo Toluca,Apertura 2018,-,000,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-05CL-CCF-MEX-TOL-000XX-2020-000,Clausura 2020 Deportivo Toluca Season Pass Lanyard,Merchandise,Accessory,Club,Deportivo Toluca,Clausura 2020,-,000,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-05CL-CCF-MEX-TOL-000XX-2019-000,Clausura 2019 Deportivo Toluca Season Pass Lanyard,Merchandise,Accessory,Club,Deportivo Toluca,Clausura 2019,-,000,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-05CL-CCF-MEX-TOL-000XX-2019-001,Apertura 2019 Deportivo Toluca Keychain,Merchandise,Accessory,Club,Deportivo Toluca,Apertura 2019,-,001,Regular,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-05CL-UEF-GER-DOR-000XX-0000-000,Borussia Dortmund Stadium 4-Pin Set,Merchandise,Accessory,Club,Borussia Dortmund,-,-,000,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-05CL-UEF-GER-DOR-000XX-2016-000,2016-17 Borussia Dortmund DBF-Pokal Winners Pin,Merchandise,Accessory,Club,Borussia Dortmund,2016-17,-,000,Winners,DFB-Pokal,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
50AC-20BR-UEF-GER-DEU-000XX-0000-000,"Deutsches Fußballmuseum ""Trikot 1954"" Magnet",Merchandise,Accessory,Brand,-,-,-,000,Regular,-,Germany,UEFA,-,Deutsches Fußballmuseum,-,-,-,-,-,-,-,-,-,-
50AC-20BR-UEF-GER-DEU-000XX-0000-001,Deutsches Fußballmuseum Shoe Keychain,Merchandise,Accessory,Brand,-,-,-,001,Regular,-,Germany,UEFA,-,Deutsches Fußballmuseum,-,-,-,-,-,-,-,-,-,-
55ST-05CL-UEF-GER-DOR-000XX-2024-000,2024-25 Borussia Dortmund Mitgliedermagazin (February 2025) - Bundle Box,Merchandise,Stationery,Club,Borussia Dortmund,2024-25,-,000,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,Bundle Box,-,Adrenalin-Trip bundle
55ST-05CL-UEF-GER-DOR-000XX-0000-000,Borussia Dortmund Postcard (Signed by Kevin Großkreutz),Merchandise,Stationery,Club,Borussia Dortmund,-,-,000,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,Kevin Großkreutz,-
55ST-05CL-UEF-GER-DOR-000XX-2024-001,"2024 Borussia Dortmund Borusseum ""Marco Reus Farewell"" Postcard",Merchandise,Stationery,Club,Borussia Dortmund,2024,-,001,Regular,Bundesliga,Germany,UEFA,-,Borusseum,-,-,-,Marco Reus,-,-,-,-,-,-
55ST-05CL-UEF-GER-DOR-000XX-1913-000,"1913 Borussia Dortmund Borusseum ""Jung-Borussen"" Postcard",Merchandise,Stationery,Club,Borussia Dortmund,1913,-,000,Regular,Bundesliga,Germany,UEFA,-,Borusseum,-,-,-,-,-,-,-,-,-,-
55ST-05CL-UEF-GER-DOR-000XX-0000-001,"Borussia Dortmund Borusseum ""Drei Borussen im Widerstand"" Magazine",Merchandise,Stationery,Club,Borussia Dortmund,-,-,001,Regular,Bundesliga,Germany,UEFA,-,Borusseum,-,-,-,-,-,-,-,-,-,-
55ST-15EV-XXX-MEX-XXX-000XX-2022-000,2022 Deportivo Toluca vs. Bayer 04 Leverkusen Sticker,Merchandise,Stationery,Event,Deportivo Toluca/Bayer 04 Leverkusen,2022,-,000,Matchday,-,Mexico,-,-,In-House,-,-,-,-,-,-,-,-,-,Gifted during the Deportivo Toluca vs Bayer Leverkusen commemorative match
45DI-15EV-UEF-GER-BUN-000XX-0000-000,DFB Bundesliga Championship Trophy Miniature - 70mm,Merchandise,Display,Event,-,-,-,000,Regular,Bundesliga,Germany,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
45DI-05CL-UEF-SPA-RMA-000XX-0000-000,Real Madrid Santiago Bernabéu Stadium Crystal Block,Merchandise,Display,Club,Real Madrid,-,-,000,Regular,La Liga,Spain,UEFA,-,In-House,-,-,-,-,-,-,-,-,-,-
55ST-15EV-FIF-XXX-WOR-000XX-2010-000,2010 FIFA World Cup Sticker Album (Complete),Merchandise,Stationery,Event,-,2010,-,000,Regular,FIFA World Cup,-,FIFA,-,Panini,-,-,-,-,-,-,-,-,-,Complete
55ST-15EV-FIF-XXX-WOR-000XX-2014-000,2014 FIFA World Cup Sticker Album (Complete),Merchandise,Stationery,Event,-,2014,-,000,Regular,FIFA World Cup,-,FIFA,-,Panini,-,-,-,-,-,-,-,-,-,Complete
55ST-15EV-UEF-XXX-CHA-000XX-2010-000,2010-11 UEFA Champions League Sticker Album (Incomplete),Merchandise,Stationery,Event,-,2010-11,-,000,Regular,UEFA Champions League,-,UEFA,-,Panini,-,-,-,-,-,-,-,-,-,Incomplete (Missing X stickers)
55ST-15EV-CCF-MEX-LMX-000XX-2010-000,Apertura 2010 Liga MX Sticker Album (Incomplete),Merchandise,Stationery,Event,-,Apertura 2010,-,000,Regular,Liga MX,Mexico,CONCACAF,-,Panini,-,-,-,-,-,-,-,-,-,Incomplete (Missing X stickers)
55ST-05CL-CCF-MEX-TOL-000XX-2017-000,2017 Deportivo Toluca 100th Anniversary Sticker Album (Incomplete),Merchandise,Stationery,Club,Deportivo Toluca,2017,-,000,100th Anniversary,Liga MX,Mexico,CONCACAF,-,In-House,-,-,-,-,-,-,-,-,-,Incomplete (Missing X stickers)
05HO-05CL-CCF-MEX-TOL-065LF-0000-000,"Deportivo Toluca ""Devil"" Third-Party Hoddie",Apparel,Hoddie,Club,Deportivo Toluca,-,Lifestyle,000,-,Liga MX,Mexico,CONCACAF,-,Third-Party,-,-,-,-,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-000,2020 Deportivo Toluca Gastón Sauro Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,000,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Gastón Sauro,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-001,2020 Deportivo Toluca Santiago García Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,001,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Santiago García,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-002,2020 Deportivo Toluca Leonardo Fernández Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,002,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Leonardo Fernández,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-003,2020 Deportivo Toluca Rodrigo Salinas Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,003,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Rodrigo Salinas,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-004,2020 Deportivo Toluca Alexis Canelo Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,004,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Alexis Canelo,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-005,2020 Deportivo Toluca Luis Garcia Palomera Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,005,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Luis Garcia Palomera,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-006,2020 Deportivo Toluca Luis Donaldo Hernández Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,006,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Luis Donaldo Hernández,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-007,2020 Deportivo Toluca Felipe Pardo Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,007,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Felipe Pardo,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-008,2020 Deportivo Toluca Adrián Mora Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,008,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Adrián Mora,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-009,2020 Deportivo Toluca Javier Güémez Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,009,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Javier Güémez,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-010,2020 Deportivo Toluca Emmanuel Gigliotti Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,010,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Emmanuel Gigliotti,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-011,2020 Deportivo Toluca Richard Ruíz Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,011,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Richard Ruíz,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-012,2020 Deportivo Toluca Diego Rigonato Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,012,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Diego Rigonato,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-013,2020 Deportivo Toluca Jonathan Maidana Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,013,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Jonathan Maidana,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-014,2020 Deportivo Toluca William Fernando da Silva Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,014,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,William Fernando da Silva,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-015,2020 Deportivo Toluca Aníbal Chalá Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,015,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Aníbal Chalá,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2020-016,2020 Deportivo Toluca Sinha and Francisco Suinaga Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2020,Digital Photo,016,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Sinha/Francisco Suinaga,-,-,-,-,-,-
65PH-25PE-XXX-XXX-XXX-120DP-2023-000,2023 Jorge Pietrasanta Digital Photo,Merchandise,Photo,Person,-,2023,Digital Photo,000,-,-,-,-,-,-,-,-,-,Jorge Pietrasanta,-,-,-,-,-,-
65PH-25PE-XXX-XXX-XXX-120DP-2018-000,2018 Francisco Fonseca Digital Photo,Merchandise,Photo,Person,-,2018,Digital Photo,000,-,-,-,-,-,-,-,-,-,Francisco Fonseca,-,-,-,-,-,-
65PH-25PE-XXX-XXX-XXX-120DP-2018-001,2018 Ignacio Alva Digital Photo,Merchandise,Photo,Person,-,2018,Digital Photo,001,-,-,-,-,-,-,-,-,-,Ignacio Alva,-,-,-,-,-,-
65PH-25PE-XXX-XXX-XXX-120DP-2018-002,2018 Juan Dosal Digital Photo,Merchandise,Photo,Person,-,2018,Digital Photo,002,-,-,-,-,-,-,-,-,-,Juan Dosal,-,-,-,-,-,-
65PH-25PE-UEF-GER-DOR-120DP-2025-000,2025 Borussia Dortmund Kevin Großkreutz Digital Photo,Merchandise,Photo,Person,Borussia Dortmund,2025,Digital Photo,000,-,Bundesliga,Germany,UEFA,-,-,-,-,-,Kevin Großkreutz,-,-,-,-,-,-
65PH-25PE-UEF-GER-LEV-120DP-2022-000,2022 Bayer 04 Leverkusen Jonathan Tah Digital Photo,Merchandise,Photo,Person,Bayer 04 Leverkusen,2022,Digital Photo,000,-,Bundesliga,Germany,UEFA,-,-,-,-,-,Jonathan Tah,-,-,-,-,-,-
65PH-25PE-UEF-GER-LEV-120DP-2022-001,2022 Bayer 04 Leverkusen Stefan Kießling Digital Photo,Merchandise,Photo,Person,Bayer 04 Leverkusen,2022,Digital Photo,001,-,Bundesliga,Germany,UEFA,-,-,-,-,-,Stefan Kießling,-,-,-,-,-,-
65PH-25PE-CCF-MEX-TOL-120DP-2025-000,2025 Deportivo Toluca Marcel Ruiz Digital Photo,Merchandise,Photo,Person,Deportivo Toluca,2025,Digital Photo,000,-,Liga MX,Mexico,CONCACAF,-,-,-,-,-,Marcel Ruiz,-,-,-,-,-,-
40DR-05CL-XXX-MEX-CUE-000XX-2019-000,2019 Club de Cuervos Winners Beer Can,Merchandise,Drinkware,Club,Club de Cuervos,2019,-,000,Winners,-,Mexico,-,-,Corona,-,-,-,-,-,-,-,-,-,-
50AC-05CL-UEF-GER-DOR-000XX-0000-001,Borussia Dortmund Crocs Jibbitz (pack of 5),Merchandise,Accessory,Club,Borussia Dortmund,-,-,001,Regular,Bundesliga,Germany,UEFA,-,Crocs,-,-,-,-,-,-,-,-,-,-
